transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,amount_raw,currency,year,amount_idr
T12846,U114,2023-07-17,expense,transportasi,2375.0,qris,unknown,bayar parkir,2023-07,7.0,Monday,False,2375,INR,2023,4370.0
T10687,U005,2023-07-18,expense,hiburan,4279.0,kartu,jakarta,beli tiket konser,2023-07,7.0,Tuesday,False,4279,INR,2023,7873.36
T7685,U043,2023-07-18,expense,makanan,9756.0,kartu,denpasar,makan siang,2023-07,7.0,Tuesday,False,9756,INR,2023,17951.04
T1594,U112,2023-07-19,income,bonus,42662.0,ewallet,makassar,transaksi,2023-07,7.0,Wednesday,False,42662,INR,2023,78498.08
T0596,U134,2023-07-19,expense,pendidikan,7182.0,qris,surabaya,beli buku,2023-07,7.0,Wednesday,False,₹7182,INR,2023,13214.88
T13816,U008,2023-07-19,expense,hiburan,6978.0,ewallet,yogyakarta,main game,2023-07,7.0,Wednesday,False,₹6978,INR,2023,12839.52
T2159,U026,2023-07-20,expense,makanan,7230.0,bank_transfer,surabaya,beli air minum,2023-07,7.0,Thursday,False,7230,INR,2023,13303.2
T9533,U088,2023-07-20,expense,tempat_tinggal,5900.0,qris,semarang,bayar sewa rumah,2023-07,7.0,Thursday,False,5900,INR,2023,10856.0
T1530,U117,2023-07-20,expense,tagihan,2635.0,kartu,denpasar,bayar air,2023-07,7.0,Thursday,False,2635,INR,2023,4848.4
T8638,U112,2023-07-20,expense,kesehatan,3428.0,kartu,bandung,bayar rumah sakit,2023-07,7.0,Thursday,False,3428,INR,2023,6307.52
T13817,U149,2023-07-21,income,freelance,459085.0,qris,bandung,project desain,2023-07,7.0,Friday,False,459085,INR,2023,844716.4
T2135,U095,2023-07-22,expense,makanan,5495.0,qris,jakarta,makan di restoran,2023-07,7.0,Saturday,True,$5495,USD,2023,835240.0
T4843,U066,2023-07-22,expense,pendidikan,8855.0,tunai,yogyakarta,beli alat tulis,2023-07,7.0,Saturday,True,8855,INR,2023,16293.2
T5022,U094,2023-07-22,expense,transportasi,3864.0,tunai,denpasar,isi bensin,2023-07,7.0,Saturday,True,3864,INR,2023,7109.76
T7684,U078,2023-07-22,expense,makanan,395.0,qris,jakarta,makan siang,2023-07,7.0,Saturday,True,395,INR,2023,726.8
T6785,U113,2023-07-23,expense,hiburan,8290.0,bank_transfer,yogyakarta,nonton bioskop,2023-07,7.0,Sunday,True,8290,INR,2023,15253.6
T6347,U136,2023-07-23,expense,lainnya,8239.0,kartu,palembang,keperluan pribadi,2023-07,7.0,Sunday,True,8239,INR,2023,15159.76
T7012,U141,2023-07-23,expense,tempat_tinggal,4733.0,ewallet,semarang,bayar sewa rumah,2023-07,7.0,Sunday,True,4733,INR,2023,8708.72
T3661,U063,2023-07-23,expense,hiburan,511.0,bank_transfer,medan,streaming musik,2023-07,7.0,Sunday,True,₹511,INR,2023,940.24
T8837,U145,2023-07-23,expense,hiburan,3898.0,tunai,medan,streaming musik,2023-07,7.0,Sunday,True,₹3898,INR,2023,7172.32
T10305,U140,2023-07-24,expense,transportasi,3215.0,bank_transfer,balikpapan,bayar parkir,2023-07,7.0,Monday,False,₹3215,INR,2023,5915.6
T2973,U052,2023-07-24,expense,tempat_tinggal,9804.0,tunai,bandung,bayar sewa rumah,2023-07,7.0,Monday,False,9804,INR,2023,18039.36
T8271,U066,2023-07-24,expense,makanan,4795.0,tunai,balikpapan,pesan gofood,2023-07,7.0,Monday,False,4795,INR,2023,8822.8
T2421,U077,2023-07-24,expense,tagihan,1705.0,bank_transfer,unknown,bayar pulsa,2023-07,7.0,Monday,False,1705,INR,2023,3137.2
T9726,U019,2023-07-25,expense,makanan,2561.0,qris,medan,makan siang,2023-07,7.0,Tuesday,False,2561,INR,2023,4712.24
T2720,U036,2023-07-25,expense,tempat_tinggal,5408.0,bank_transfer,jakarta,iuran kebersihan,2023-07,7.0,Tuesday,False,5408,INR,2023,9950.72
T7075,U114,2023-07-25,expense,transportasi,2081.0,tunai,semarang,bayar tol,2023-07,7.0,Tuesday,False,2081,INR,2023,3829.04
T2518,U012,2023-07-26,expense,tempat_tinggal,44154.0,bank_transfer,bandung,bayar kontrakan,2023-07,7.0,Wednesday,False,44154,INR,2023,81243.36
T6334,U072,2023-07-27,expense,tempat_tinggal,28885.0,kartu,jakarta,bayar kontrakan,2023-07,7.0,Thursday,False,₹28885,INR,2023,53148.4
T3945,U084,2023-07-27,expense,pendidikan,8892.0,bank_transfer,surabaya,bayar kursus,2023-07,7.0,Thursday,False,8892,INR,2023,16361.28
T10546,U073,2023-07-28,expense,makanan,221.0,qris,unknown,makan siang,2023-07,7.0,Friday,False,221,INR,2023,406.64
T8310,U150,2023-07-29,expense,makanan,8512.0,tunai,balikpapan,ngopi di kafe,2023-07,7.0,Saturday,True,₹8512,INR,2023,15662.08
T12623,U149,2023-07-29,expense,transportasi,6880.0,tunai,yogyakarta,servis motor,2023-07,7.0,Saturday,True,6880,INR,2023,12659.2
T10245,U148,2023-07-30,expense,transportasi,4247.0,qris,medan,naik MRT,2023-07,7.0,Sunday,True,$4247,USD,2023,645544.0
T12817,U129,2023-07-30,expense,tagihan,7048.0,ewallet,jakarta,bayar WiFi,2023-07,7.0,Sunday,True,7048,INR,2023,12968.32
T4107,U015,2023-07-30,expense,kesehatan,2301.0,bank_transfer,denpasar,beli obat,2023-07,7.0,Sunday,True,2301,INR,2023,4233.84
T6993,U019,2023-07-31,expense,tempat_tinggal,18710.0,kartu,bandung,iuran kebersihan,2023-07,7.0,Monday,False,18710,INR,2023,34426.4
T9155,U037,2023-07-31,expense,tempat_tinggal,28481.0,tunai,yogyakarta,bayar apartemen,2023-07,7.0,Monday,False,28481,INR,2023,52405.04
T3896,U091,2023-07-31,income,bonus,58544.0,qris,medan,transaksi,2023-07,7.0,Monday,False,58544,INR,2023,107720.96
T1999,U121,2023-07-31,expense,tempat_tinggal,20997.0,kartu,medan,iuran kebersihan,2023-07,7.0,Monday,False,20997,INR,2023,38634.48
T9665,U132,2023-08-01,expense,pendidikan,3101.0,kartu,denpasar,beli alat tulis,2023-08,8.0,Tuesday,False,Rs.3101,INR,2023,5705.84
T13393,U075,2023-08-01,expense,tabungan,7924.0,tunai,surabaya,transfer tabungan,2023-08,8.0,Tuesday,False,7924,INR,2023,14580.16
T5345,U023,2023-08-02,expense,hiburan,3692.0,ewallet,jakarta,nonton bioskop,2023-08,8.0,Wednesday,False,3692,INR,2023,6793.28
T6638,U084,2023-08-02,expense,transportasi,1868.0,tunai,bandung,naik grab,2023-08,8.0,Wednesday,False,₹1868,INR,2023,3437.12
T10782,U071,2023-08-02,expense,hiburan,6780.0,qris,semarang,liburan akhir pekan,2023-08,8.0,Wednesday,False,6780,INR,2023,12475.2
T7987,U073,2023-08-02,income,investasi,32845.0,kartu,medan,profit reksa dana,2023-08,8.0,Wednesday,False,32845,INR,2023,60434.8
T5332,U092,2023-08-02,expense,tempat_tinggal,3236.0,qris,unknown,bayar sewa rumah,2023-08,8.0,Wednesday,False,3236,INR,2023,5954.24
T8850,U140,2023-08-03,expense,tagihan,3794.0,kartu,yogyakarta,bayar WiFi,2023-08,8.0,Thursday,False,3794,INR,2023,6980.96
T13933,U088,2023-08-04,expense,hiburan,8669.0,bank_transfer,yogyakarta,streaming musik,2023-08,8.0,Friday,False,8669,INR,2023,15950.96
T6264,U056,2023-08-04,expense,pendidikan,4029.0,qris,makassar,beli alat tulis,2023-08,8.0,Friday,False,4029,INR,2023,7413.36
T7669,U082,2023-08-04,expense,makanan,9155.0,tunai,jakarta,pesan shopeefood,2023-08,8.0,Friday,False,9155,INR,2023,16845.2
T8022,U004,2023-08-04,income,investasi,76991.0,ewallet,medan,profit reksa dana,2023-08,8.0,Friday,False,76991,INR,2023,141663.44
T4168,U022,2023-08-04,expense,makanan,1335.0,qris,denpasar,makan di restoran,2023-08,8.0,Friday,False,1335,INR,2023,2456.4
T1063,U116,2023-08-05,expense,makanan,4403.0,kartu,bandung,sarapan,2023-08,8.0,Saturday,True,4403,INR,2023,8101.52
T13456,U122,2023-08-05,expense,makanan,7457.0,kartu,unknown,pesan shopeefood,2023-08,8.0,Saturday,True,7457,INR,2023,13720.88
T13934,U054,2023-08-05,income,freelance,62296.0,qris,yogyakarta,pendapatan project,2023-08,8.0,Saturday,True,62296,INR,2023,114624.64
T13878,U008,2023-08-05,expense,lainnya,6281.0,kartu,bandung,keperluan pribadi,2023-08,8.0,Saturday,True,6281,INR,2023,11557.04
T1461,U119,2023-08-05,expense,pendidikan,4179.0,qris,jakarta,pelatihan online,2023-08,8.0,Saturday,True,4179,INR,2023,7689.36
T5168,U024,2023-08-06,expense,kesehatan,1891.0,kartu,yogyakarta,beli vitamin,2023-08,8.0,Sunday,True,$1891,USD,2023,287432.0
T13497,U034,2023-08-06,income,gaji,36713.0,kartu,yogyakarta,gaji bulanan,2023-08,8.0,Sunday,True,₹36713,INR,2023,67551.92
T5559,U124,2023-08-06,expense,pendidikan,2506.0,tunai,denpasar,pelatihan online,2023-08,8.0,Sunday,True,2506,INR,2023,4611.04
T5567,U059,2023-08-06,expense,makanan,3690.0,tunai,bandung,makan di restoran,2023-08,8.0,Sunday,True,3690,INR,2023,6789.6
T4913,U068,2023-08-06,expense,tagihan,6595.0,kartu,semarang,bayar internet,2023-08,8.0,Sunday,True,$6595,USD,2023,1002440.0
T5841,U052,2023-08-07,expense,transportasi,9637.0,bank_transfer,semarang,bayar tol,2023-08,8.0,Monday,False,9637,INR,2023,17732.08
T0880,U053,2023-08-07,expense,tempat_tinggal,1526.0,qris,makassar,bayar kontrakan,2023-08,8.0,Monday,False,Rs.1526,INR,2023,2807.84
T11206,U010,2023-08-07,expense,tempat_tinggal,1996.0,qris,jakarta,bayar kos,2023-08,8.0,Monday,False,1996,INR,2023,3672.64
T3879,U095,2023-08-07,expense,tempat_tinggal,307.0,qris,makassar,bayar apartemen,2023-08,8.0,Monday,False,307,INR,2023,564.88
T3398,U015,2023-08-07,expense,tempat_tinggal,2997.0,ewallet,unknown,iuran kebersihan,2023-08,8.0,Monday,False,₹2997,INR,2023,5514.48
T7793,U130,2023-08-07,expense,hiburan,5749.0,qris,jakarta,main game,2023-08,8.0,Monday,False,5749,INR,2023,10578.16
T8898,U103,2023-08-08,expense,makanan,9334.0,bank_transfer,bandung,makan malam,2023-08,8.0,Tuesday,False,9334,INR,2023,17174.56
T10098,U057,2023-08-08,expense,tempat_tinggal,2977.0,kartu,surabaya,bayar kontrakan,2023-08,8.0,Tuesday,False,2977,INR,2023,5477.68
T3166,U105,2023-08-09,expense,tempat_tinggal,8088.0,ewallet,yogyakarta,bayar kos,2023-08,8.0,Wednesday,False,8088,INR,2023,14881.92
T10881,U056,2023-08-09,expense,tempat_tinggal,3958.0,tunai,yogyakarta,bayar kontrakan,2023-08,8.0,Wednesday,False,3958,INR,2023,7282.72
T11270,U022,2023-08-09,expense,kesehatan,2134.0,bank_transfer,denpasar,kontrol dokter,2023-08,8.0,Wednesday,False,2134,INR,2023,3926.56
T5538,U007,2023-08-10,income,bonus,63645.0,ewallet,makassar,transaksi,2023-08,8.0,Thursday,False,63645,INR,2023,117106.8
T10082,U006,2023-08-10,expense,hiburan,8886.0,kartu,palembang,streaming musik,2023-08,8.0,Thursday,False,8886,INR,2023,16350.24
T6572,U057,2023-08-10,expense,makanan,8584.0,kartu,unknown,beli cemilan,2023-08,8.0,Thursday,False,8584,INR,2023,15794.56
T0635,U117,2023-08-10,expense,makanan,9919.0,qris,bandung,ngopi di kafe,2023-08,8.0,Thursday,False,9919,INR,2023,18250.96
T7165,U090,2023-08-11,expense,transportasi,9618.0,ewallet,unknown,bayar tol,2023-08,8.0,Friday,False,9618,INR,2023,17697.12
T11046,U130,2023-08-11,expense,tagihan,3367.0,tunai,medan,bayar WiFi,2023-08,8.0,Friday,False,3367,INR,2023,6195.28
T11812,U002,2023-08-11,expense,tempat_tinggal,46947.0,kartu,medan,bayar apartemen,2023-08,8.0,Friday,False,₹46947,INR,2023,86382.48
T12763,U035,2023-08-12,income,freelance,10839.0,ewallet,jakarta,project desain,2023-08,8.0,Saturday,True,10839,INR,2023,19943.76
T7078,U106,2023-08-12,expense,hiburan,3505.0,qris,yogyakarta,main game,2023-08,8.0,Saturday,True,3505,INR,2023,6449.2
T13622,U143,2023-08-12,expense,pendidikan,7208.0,tunai,jakarta,beli alat tulis,2023-08,8.0,Saturday,True,7208,INR,2023,13262.72
T7808,U005,2023-08-12,expense,transportasi,9875.0,qris,palembang,bayar parkir,2023-08,8.0,Saturday,True,9875,INR,2023,18170.0
T1973,U088,2023-08-12,income,lainnya,57643.0,qris,bandung,belanja kebutuhan,2023-08,8.0,Saturday,True,₹57643,INR,2023,106063.12
T7177,U132,2023-08-12,expense,tempat_tinggal,8348.0,bank_transfer,jakarta,iuran kebersihan,2023-08,8.0,Saturday,True,8348,INR,2023,15360.32
T12795,U003,2023-08-12,expense,tempat_tinggal,987.0,qris,yogyakarta,bayar apartemen,2023-08,8.0,Saturday,True,987,INR,2023,1816.08
T12343,U071,2023-08-12,expense,makanan,2508.0,kartu,bandung,pesan shopeefood,2023-08,8.0,Saturday,True,2508,INR,2023,4614.72
T12690,U036,2023-08-13,income,investasi,68521.0,qris,yogyakarta,keuntungan crypto,2023-08,8.0,Sunday,True,68521,INR,2023,126078.64
T7596,U051,2023-08-13,income,gaji,11476.0,kartu,bandung,bonus perusahaan,2023-08,8.0,Sunday,True,₹11476,INR,2023,21115.84
T0094,U028,2023-08-14,expense,hiburan,6393.0,kartu,yogyakarta,nonton bioskop,2023-08,8.0,Monday,False,6393,INR,2023,11763.12
T4734,U019,2023-08-14,expense,tempat_tinggal,40517.0,bank_transfer,surabaya,iuran kebersihan,2023-08,8.0,Monday,False,40517,INR,2023,74551.28
T10084,U089,2023-08-14,income,bonus,12254.0,qris,palembang,transaksi,2023-08,8.0,Monday,False,12254,INR,2023,22547.36
T12119,U087,2023-08-15,expense,makanan,2217.0,bank_transfer,unknown,sarapan,2023-08,8.0,Tuesday,False,2217,INR,2023,4079.28
T6102,U040,2023-08-15,expense,tagihan,1000.0,kartu,makassar,bayar pulsa,2023-08,8.0,Tuesday,False,-1000,INR,2023,1840.0
T7864,U132,2023-08-15,expense,hiburan,2599.0,kartu,unknown,liburan akhir pekan,2023-08,8.0,Tuesday,False,2599,INR,2023,4782.16
T4801,U012,2023-08-15,expense,transportasi,4073.0,bank_transfer,balikpapan,bayar parkir,2023-08,8.0,Tuesday,False,4073,INR,2023,7494.32
T0927,U095,2023-08-15,expense,transportasi,3271.0,bank_transfer,surabaya,naik grab,2023-08,8.0,Tuesday,False,3271,INR,2023,6018.64
T4325,U036,2023-08-15,expense,makanan,9606.0,qris,yogyakarta,beli cemilan,2023-08,8.0,Tuesday,False,9606,INR,2023,17675.04
T12133,U076,2023-08-16,expense,tagihan,6170.0,kartu,yogyakarta,bayar BPJS,2023-08,8.0,Wednesday,False,6170,INR,2023,11352.8
T3268,U099,2023-08-16,income,lainnya,55020.0,bank_transfer,unknown,transaksi harian,2023-08,8.0,Wednesday,False,55020,INR,2023,101236.8
T6986,U076,2023-08-16,expense,transportasi,9124.0,kartu,yogyakarta,naik grab,2023-08,8.0,Wednesday,False,9124,INR,2023,16788.16
T0361,U055,2023-08-16,expense,tagihan,1081.0,kartu,semarang,bayar WiFi,2023-08,8.0,Wednesday,False,1081,INR,2023,1989.04
T2838,U117,2023-08-16,expense,tempat_tinggal,1680.0,kartu,jakarta,bayar kos,2023-08,8.0,Wednesday,False,1680,INR,2023,3091.2
T0625,U054,2023-08-16,income,freelance,52335.0,tunai,yogyakarta,project desain,2023-08,8.0,Wednesday,False,52335,INR,2023,96296.4
T1387,U017,2023-08-16,expense,hiburan,1629.0,kartu,surabaya,streaming musik,2023-08,8.0,Wednesday,False,1629,INR,2023,2997.36
T5797,U026,2023-08-17,expense,makanan,2748.0,tunai,yogyakarta,pesan grabfood,2023-08,8.0,Thursday,False,2748,INR,2023,5056.32
T7714,U082,2023-08-17,expense,tagihan,6628.0,kartu,palembang,bayar BPJS,2023-08,8.0,Thursday,False,6628,INR,2023,12195.52
T6849,U014,2023-08-18,expense,tempat_tinggal,8035.0,kartu,semarang,bayar sewa rumah,2023-08,8.0,Friday,False,8035,INR,2023,14784.4
T4643,U112,2023-08-18,expense,makanan,1248.0,qris,bandung,makan di restoran,2023-08,8.0,Friday,False,1248,INR,2023,2296.32
T5405,U048,2023-08-19,expense,tagihan,3359.0,kartu,unknown,bayar listrik,2023-08,8.0,Saturday,True,3359,INR,2023,6180.56
T12414,U098,2023-08-19,expense,makanan,347.0,qris,bandung,beli cemilan,2023-08,8.0,Saturday,True,347,INR,2023,638.48
T6927,U015,2023-08-19,expense,transportasi,1211.0,kartu,palembang,bayar parkir,2023-08,8.0,Saturday,True,$1211,USD,2023,184072.0
T6333,U079,2023-08-20,expense,tempat_tinggal,1404.0,kartu,balikpapan,bayar sewa rumah,2023-08,8.0,Sunday,True,1404,INR,2023,2583.36
T8705,U018,2023-08-20,expense,transportasi,2217.0,kartu,semarang,naik MRT,2023-08,8.0,Sunday,True,2217,INR,2023,4079.28
T8701,U086,2023-08-20,expense,transportasi,1706.0,tunai,semarang,naik MRT,2023-08,8.0,Sunday,True,1706,INR,2023,3139.04
T4887,U117,2023-08-20,expense,makanan,4577.0,tunai,denpasar,pesan gofood,2023-08,8.0,Sunday,True,4577,INR,2023,8421.68
T0254,U101,2023-08-21,income,lainnya,42631.0,kartu,surabaya,keperluan pribadi,2023-08,8.0,Monday,False,42631,INR,2023,78441.04
T0713,U055,2023-08-22,expense,tagihan,3367.0,bank_transfer,balikpapan,bayar WiFi,2023-08,8.0,Tuesday,False,3367,INR,2023,6195.28
T1583,U045,2023-08-22,expense,transportasi,5568.0,bank_transfer,bandung,naik MRT,2023-08,8.0,Tuesday,False,5568,INR,2023,10245.12
T5778,U061,2023-08-22,expense,kesehatan,6634.0,kartu,semarang,bayar rumah sakit,2023-08,8.0,Tuesday,False,$6634,USD,2023,1008368.0
T11592,U146,2023-08-22,expense,transportasi,1661.0,kartu,makassar,naik gojek,2023-08,8.0,Tuesday,False,1661,INR,2023,3056.24
T13814,U140,2023-08-22,income,lainnya,33082.0,bank_transfer,bandung,keperluan pribadi,2023-08,8.0,Tuesday,False,33082,INR,2023,60870.88
T4367,U076,2023-08-23,expense,transportasi,4217.0,kartu,semarang,naik KRL,2023-08,8.0,Wednesday,False,4217,INR,2023,7759.28
T2512,U068,2023-08-23,expense,hiburan,9180.0,tunai,bandung,langganan Netflix,2023-08,8.0,Wednesday,False,9180,INR,2023,16891.2
T7094,U146,2023-08-23,expense,makanan,4322.0,tunai,denpasar,ngopi di kafe,2023-08,8.0,Wednesday,False,4322,INR,2023,7952.48
T9445,U001,2023-08-24,expense,makanan,7321.0,ewallet,yogyakarta,pesan grabfood,2023-08,8.0,Thursday,False,7321,INR,2023,13470.64
T2492,U007,2023-08-24,expense,tempat_tinggal,31837.0,kartu,denpasar,bayar sewa rumah,2023-08,8.0,Thursday,False,31837,INR,2023,58580.08
T5596,U012,2023-08-24,expense,makanan,8794.0,tunai,palembang,beli cemilan,2023-08,8.0,Thursday,False,Rs.8794,INR,2023,16180.96
T13462,U149,2023-08-24,expense,tagihan,2074.0,qris,balikpapan,bayar air,2023-08,8.0,Thursday,False,2074,INR,2023,3816.16
T5315,U107,2023-08-25,expense,makanan,2978.0,tunai,surabaya,pesan gofood,2023-08,8.0,Friday,False,2978,INR,2023,5479.52
T11575,U077,2023-08-26,expense,tagihan,8341.0,kartu,yogyakarta,bayar air,2023-08,8.0,Saturday,True,₹8341,INR,2023,15347.44
T6836,U057,2023-08-26,expense,pendidikan,6668.0,kartu,jakarta,bayar kursus,2023-08,8.0,Saturday,True,Rs.6668,INR,2023,12269.12
T3405,U053,2023-08-26,income,investasi,48969.0,kartu,medan,return saham,2023-08,8.0,Saturday,True,48969,INR,2023,90102.96
T12218,U050,2023-08-26,expense,makanan,6975.0,bank_transfer,balikpapan,pesan gofood,2023-08,8.0,Saturday,True,6975,INR,2023,12834.0
T8540,U089,2023-08-26,expense,makanan,622.0,qris,palembang,pesan gofood,2023-08,8.0,Saturday,True,622,INR,2023,1144.48
T10821,U120,2023-08-27,expense,transportasi,7979.0,bank_transfer,bandung,bayar parkir,2023-08,8.0,Sunday,True,₹7979,INR,2023,14681.36
T12149,U115,2023-08-27,expense,tagihan,543.0,bank_transfer,unknown,bayar BPJS,2023-08,8.0,Sunday,True,543,INR,2023,999.12
T10170,U132,2023-08-27,expense,tempat_tinggal,5906.0,bank_transfer,jakarta,bayar kos,2023-08,8.0,Sunday,True,5906,INR,2023,10867.04
T6193,U103,2023-08-27,expense,makanan,2141.0,kartu,balikpapan,sarapan,2023-08,8.0,Sunday,True,2141,INR,2023,3939.44
T3281,U111,2023-08-27,expense,transportasi,1434.0,tunai,jakarta,naik KRL,2023-08,8.0,Sunday,True,1434,INR,2023,2638.56
T9142,U091,2023-08-27,expense,tempat_tinggal,25115.0,qris,semarang,bayar apartemen,2023-08,8.0,Sunday,True,25115,INR,2023,46211.6
T5561,U098,2023-08-27,expense,makanan,7916.0,qris,balikpapan,makan di restoran,2023-08,8.0,Sunday,True,7916,INR,2023,14565.44
T12962,U064,2023-08-29,expense,transportasi,2258.0,kartu,jakarta,bayar parkir,2023-08,8.0,Tuesday,False,2258,INR,2023,4154.72
T6263,U145,2023-08-29,expense,transportasi,789.0,qris,makassar,servis motor,2023-08,8.0,Tuesday,False,789,INR,2023,1451.76
T2830,U023,2023-08-29,income,gaji,15696.0,bank_transfer,balikpapan,transfer payroll,2023-08,8.0,Tuesday,False,Rs.15696,INR,2023,28880.64
T4259,U119,2023-08-29,expense,pendidikan,493.0,bank_transfer,surabaya,beli alat tulis,2023-08,8.0,Tuesday,False,493,INR,2023,907.12
T1790,U011,2023-08-29,expense,transportasi,9767.0,bank_transfer,makassar,naik KRL,2023-08,8.0,Tuesday,False,9767,INR,2023,17971.28
T10063,U091,2023-08-29,expense,tempat_tinggal,659.0,kartu,jakarta,bayar kontrakan,2023-08,8.0,Tuesday,False,659,INR,2023,1212.56
T5648,U050,2023-08-30,expense,makanan,5072.0,qris,balikpapan,makan di restoran,2023-08,8.0,Wednesday,False,5072,INR,2023,9332.48
T12692,U137,2023-08-30,expense,tempat_tinggal,19429.0,qris,palembang,bayar apartemen,2023-08,8.0,Wednesday,False,19429,INR,2023,35749.36
T10020,U073,2023-08-31,expense,pendidikan,4130.0,qris,surabaya,pelatihan online,2023-08,8.0,Thursday,False,$4130,USD,2023,627760.0
T3977,U068,2023-08-31,expense,transportasi,1532.0,bank_transfer,jakarta,naik MRT,2023-08,8.0,Thursday,False,$1532,USD,2023,232864.0
T1322,U149,2023-08-31,expense,hiburan,6696.0,ewallet,semarang,liburan akhir pekan,2023-08,8.0,Thursday,False,6696,INR,2023,12320.64
T5691,U126,2023-08-31,expense,makanan,5765.0,qris,medan,makan siang,2023-08,8.0,Thursday,False,5765,INR,2023,10607.6
T9434,U135,2023-08-31,expense,tempat_tinggal,14941.0,kartu,denpasar,bayar kontrakan,2023-08,8.0,Thursday,False,14941,INR,2023,27491.44
T0300,U055,2023-08-31,expense,tempat_tinggal,2627.0,tunai,bandung,bayar sewa rumah,2023-08,8.0,Thursday,False,2627,INR,2023,4833.68
T4742,U054,2023-08-31,expense,lainnya,8830.0,qris,makassar,pengeluaran lainnya,2023-08,8.0,Thursday,False,8830,INR,2023,16247.2
T1082,U098,2023-08-31,expense,tempat_tinggal,2581.0,kartu,semarang,bayar apartemen,2023-08,8.0,Thursday,False,₹2581,INR,2023,4749.04
T2586,U066,2023-09-02,expense,tempat_tinggal,5682.0,ewallet,bandung,iuran kebersihan,2023-09,9.0,Saturday,True,5682,INR,2023,10454.88
T0403,U109,2023-09-03,expense,tagihan,8602.0,bank_transfer,balikpapan,bayar WiFi,2023-09,9.0,Sunday,True,8602,INR,2023,15827.68
T9141,U074,2023-09-03,income,bonus,28444.0,qris,unknown,transaksi,2023-09,9.0,Sunday,True,28444,INR,2023,52336.96
T9252,U067,2023-09-03,expense,tempat_tinggal,8529.0,qris,semarang,iuran kebersihan,2023-09,9.0,Sunday,True,8529,INR,2023,15693.36
T2714,U116,2023-09-04,expense,tempat_tinggal,5695.0,tunai,medan,bayar kos,2023-09,9.0,Monday,False,5695,INR,2023,10478.8
T3177,U053,2023-09-04,expense,lainnya,212.0,kartu,bandung,transaksi harian,2023-09,9.0,Monday,False,₹212,INR,2023,390.08
T3673,U145,2023-09-04,expense,tabungan,2421.0,kartu,surabaya,simpan dana darurat,2023-09,9.0,Monday,False,Rs.2421,INR,2023,4454.64
T6465,U037,2023-09-05,expense,tempat_tinggal,14034.0,qris,jakarta,bayar sewa rumah,2023-09,9.0,Tuesday,False,14034,INR,2023,25822.56
T2080,U087,2023-09-05,expense,tagihan,7529.0,kartu,semarang,bayar BPJS,2023-09,9.0,Tuesday,False,7529,INR,2023,13853.36
T5024,U144,2023-09-06,expense,transportasi,6539.0,qris,medan,naik gojek,2023-09,9.0,Wednesday,False,6539,INR,2023,12031.76
T3635,U016,2023-09-06,expense,transportasi,6951.0,tunai,semarang,bayar parkir,2023-09,9.0,Wednesday,False,6951,INR,2023,12789.84
T11361,U033,2023-09-06,expense,transportasi,8578.0,tunai,bandung,naik gojek,2023-09,9.0,Wednesday,False,8578,INR,2023,15783.52
T3315,U138,2023-09-06,expense,tagihan,5585.0,tunai,yogyakarta,bayar pulsa,2023-09,9.0,Wednesday,False,5585,INR,2023,10276.4
T2158,U123,2023-09-07,expense,pendidikan,9474.0,qris,bandung,beli buku,2023-09,9.0,Thursday,False,9474,INR,2023,17432.16
T6156,U007,2023-09-07,expense,makanan,1491.0,qris,jakarta,makan malam,2023-09,9.0,Thursday,False,1491,INR,2023,2743.44
T6167,U066,2023-09-08,expense,tagihan,6911.0,bank_transfer,medan,bayar WiFi,2023-09,9.0,Friday,False,6911,INR,2023,12716.24
T13987,U124,2023-09-08,expense,tagihan,8964.0,qris,palembang,bayar pulsa,2023-09,9.0,Friday,False,8964,INR,2023,16493.76
T3774,U020,2023-09-08,expense,tempat_tinggal,47146.0,kartu,surabaya,iuran kebersihan,2023-09,9.0,Friday,False,47146,INR,2023,86748.64
T6300,U130,2023-09-08,income,freelance,61333.0,kartu,denpasar,bayaran freelance,2023-09,9.0,Friday,False,61333,INR,2023,112852.72
T13407,U074,2023-09-08,expense,hiburan,7877.0,kartu,surabaya,nonton bioskop,2023-09,9.0,Friday,False,7877,INR,2023,14493.68
T12899,U108,2023-09-09,expense,pendidikan,6624.0,bank_transfer,medan,beli alat tulis,2023-09,9.0,Saturday,True,6624,INR,2023,12188.16
T2437,U067,2023-09-09,income,bonus,46498.0,tunai,unknown,transaksi,2023-09,9.0,Saturday,True,46498,INR,2023,85556.32
T3045,U013,2023-09-09,expense,pendidikan,7329.0,kartu,makassar,beli alat tulis,2023-09,9.0,Saturday,True,$7329,USD,2023,1114008.0
T5529,U057,2023-09-09,expense,makanan,1000.0,qris,medan,beli air minum,2023-09,9.0,Saturday,True,₹-1000,INR,2023,1840.0
T8205,U014,2023-09-10,expense,transportasi,6574.0,tunai,bandung,naik MRT,2023-09,9.0,Sunday,True,6574,INR,2023,12096.16
T2900,U098,2023-09-10,expense,pendidikan,8866.0,bank_transfer,bandung,bayar kursus,2023-09,9.0,Sunday,True,8866,INR,2023,16313.44
T11475,U121,2023-09-10,expense,pendidikan,4266.0,kartu,semarang,bayar UKT,2023-09,9.0,Sunday,True,4266,INR,2023,7849.44
